bio_id,name,chamber,party,twitter_accounts_json,birthday,gender
M000871,Tracey Mann,house,R,"[{""screen_name"": ""RepMann"", ""id"": ""1345825008887721986"", ""account_type"": ""office""}, {""id"": ""963463966944059394"", ""screen_name"": ""TraceyMannKS"", ""account_type"": ""campaign""}]",1976-12-17,M
B001282,Andy Barr,house,R,"[{""id"": ""115186195"", ""screen_name"": ""barrforcongress"", ""account_type"": ""campaign""}, {""id"": ""1089334250"", ""screen_name"": ""RepAndyBarr"", ""account_type"": ""office""}]",1973-07-24,M
G000558,Brett Guthrie,house,R,"[{""id"": ""114607567"", ""screen_name"": ""brettguthrie"", ""account_type"": ""campaign""}, {""id"": ""1908143071"", ""screen_name"": ""RepGuthrie"", ""account_type"": ""office""}]",1964-02-18,M
R000395,Hal Rogers,house,R,"[{""id"": ""550401754"", ""screen_name"": ""RepHalRogers"", ""account_type"": ""office""}, {""id"": ""1273612350197825536"", ""screen_name"": ""HalRogersKY5"", ""account_type"": ""campaign""}]",1937-12-31,M
C001108,James Comer,house,R,"[{""id"": ""838462994"", ""screen_name"": ""JamesComer"", ""account_type"": ""campaign"", ""prev_names"": [""KYComer""]}, {""screen_name"": ""RepJamesComer"", ""id"": ""1274852794206388225"", ""account_type"": ""office""}]",1972-08-19,M
Y000062,John Yarmuth,house,D,"[{""id"": ""384913290"", ""screen_name"": ""RepJohnYarmuth"", ""account_type"": ""office""}]",1947-11-04,M
M001184,Thomas Massie,house,R,"[{""id"": ""230973154"", ""screen_name"": ""ThomasMassieKY"", ""account_type"": ""campaign""}, {""id"": ""975200486"", ""screen_name"": ""RepThomasMassie"", ""account_type"": ""office""}, {""id"": ""1216059676372226049"", ""screen_name"": ""MassieforKY"", ""account_type"": ""campaign""}]",1971-01-13,M
R000588,Cedric Richmond,house,D,"[{""id"": ""142419647"", ""screen_name"": ""CedricRichmond"", ""account_type"": ""campaign""}, {""id"": ""267854863"", ""screen_name"": ""RepRichmond"", ""account_type"": ""office""}]",1973-09-13,M
H001077,Clay Higgins,house,R,"[{""id"": ""843636970538618880"", ""screen_name"": ""RepClayHiggins"", ""account_type"": ""office""}, {""id"": ""1011053278304591872"", ""screen_name"": ""CaptClayHiggins"", ""account_type"": ""campaign""}]",1961-08-24,M
G000577,Garret Graves,house,R,"[{""id"": ""587100576"", ""screen_name"": ""garretgraves"", ""account_type"": ""campaign""}, {""id"": ""2951574214"", ""screen_name"": ""RepGarretGraves"", ""account_type"": ""office""}]",1972-01-31,M
J000299,Mike Johnson,house,R,"[{""id"": ""827279765287559171"", ""screen_name"": ""RepMikeJohnson"", ""account_type"": ""office""}, {""id"": ""4849654052"", ""screen_name"": ""MikeJohnson"", ""account_type"": ""campaign""}]",1972-01-30,M
A000374,Ralph Abraham,house,R,"[{""id"": ""2543008999"", ""screen_name"": ""DocAbraham"", ""account_type"": ""campaign"", ""prev_names"": [""abraham_ralph""]}, {""id"": ""2962891515"", ""screen_name"": ""RepAbraham"", ""account_type"": ""office""}]",1954-09-16,M
S001176,Steve Scalise,house,R,"[{""id"": ""1209417007"", ""screen_name"": ""SteveScalise"", ""account_type"": ""office""}, {""id"": ""2746741969"", ""screen_name"": ""SteveScaliseGOP"", ""account_type"": ""campaign"", ""prev_names"": [""GeauxScalise""]}]",1965-10-06,M
P000617,Ayanna Pressley,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""AyannaPressley"", ""id"": ""31013444""}, {""account_type"": ""office"", ""screen_name"": ""RepPressley"", ""id"": ""1080584229510172678""}]",1974-02-03,F
K000375,Bill Keating,house,D,"[{""id"": ""95546148"", ""screen_name"": ""WilliamKeating"", ""account_type"": ""campaign""}, {""id"": ""232992031"", ""screen_name"": ""USRepKeating"", ""account_type"": ""office""}]",1952-09-06,M
A000148,Jake Auchincloss,house,D,"[{""screen_name"": ""RepAuchincloss"", ""id"": ""1330278736554582016"", ""account_type"": ""office""}, {""id"": ""4870048156"", ""screen_name"": ""JakeAuch"", ""account_type"": ""campaign""}]",1988-01-29,M
M000312,Jim McGovern,house,D,"[{""id"": ""128664931"", ""screen_name"": ""McGovernMA"", ""account_type"": ""campaign""}, {""id"": ""242426145"", ""screen_name"": ""RepMcGovern"", ""account_type"": ""office""}]",1959-11-20,M
K000379,Joseph Kennedy III,house,D,"[{""id"": ""461720085"", ""screen_name"": ""joekennedy"", ""account_type"": ""campaign""}, {""id"": ""1055907624"", ""screen_name"": ""RepJoeKennedy"", ""account_type"": ""office""}]",1980-10-04,M
C001101,Katherine Clark,house,D,"[{""id"": ""23201727"", ""screen_name"": ""KatherineClark"", ""account_type"": ""campaign""}, {""id"": ""2293131060"", ""screen_name"": ""RepKClark"", ""account_type"": ""office""}]",1963-07-17,F
T000482,Lori Trahan,house,D,"[{""id"": ""17780920"", ""screen_name"": ""latrahan"", ""account_type"": ""campaign""}, {""account_type"": ""office"", ""screen_name"": ""RepLoriTrahan"", ""id"": ""1079802482640019456""}, {""account_type"": ""campaign"", ""screen_name"": ""LoriTrahanMA"", ""id"": ""915975047545749504""}]",1973-10-27,F
C001037,Mike Capuano,house,D,"[{""id"": ""75785294"", ""screen_name"": ""mikecapuano"", ""account_type"": ""campaign""}, {""id"": ""747806211983179776"", ""screen_name"": ""RepMikeCapuano"", ""account_type"": ""office""}]",1952-01-09,M
T000465,Niki Tsongas,house,D,"[{""id"": ""124540457"", ""screen_name"": ""ntsongas"", ""account_type"": ""campaign""}, {""id"": ""242892689"", ""screen_name"": ""nikiinthehouse"", ""account_type"": ""office""}]",1946-04-26,F
N000015,Richard Neal,house,D,"[{""id"": ""442824717"", ""screen_name"": ""RepRichardNeal"", ""account_type"": ""office""}, {""account_type"": ""campaign"", ""screen_name"": ""NealForCongress"", ""id"": ""555977812""}]",1949-02-14,M
M001196,Seth Moulton,house,D,"[{""id"": ""248495200"", ""screen_name"": ""sethmoulton"", ""account_type"": ""campaign""}, {""id"": ""3091316093"", ""screen_name"": ""teammoulton"", ""account_type"": ""office""}]",1978-10-24,M
L000562,Stephen Lynch,house,D,"[{""id"": ""130901013"", ""screen_name"": ""RepLynch"", ""account_type"": ""campaign""}, {""id"": ""310310133"", ""screen_name"": ""RepStephenLynch"", ""account_type"": ""office""}]",1955-03-31,M
H001052,Andy Harris,house,R,"[{""id"": ""122713203"", ""screen_name"": ""Harris4Congress"", ""account_type"": ""campaign""}, {""id"": ""960962340"", ""screen_name"": ""RepAndyHarrisMD"", ""account_type"": ""office""}]",1957-01-25,M
B001304,Anthony G. Brown,house,D,"[{""id"": ""1378000346"", ""screen_name"": ""AnthonyBrownMD4"", ""account_type"": ""campaign""}, {""id"": ""823552974253342721"", ""screen_name"": ""RepAnthonyBrown"", ""account_type"": ""office""}]",1961-11-21,M
T000483,David Trone,house,D,"[{""account_type"": ""office"", ""screen_name"": ""repdavidtrone"", ""id"": ""1080573351914061825""}, {""account_type"": ""campaign"", ""screen_name"": ""davidjtrone"", ""id"": ""4851790919""}]",1955-09-21,M
R000576,Dutch Ruppersberger,house,D,"[{""id"": ""305620929"", ""screen_name"": ""Call_Me_Dutch"", ""account_type"": ""office""}, {""id"": ""757666785244119040"", ""screen_name"": ""GoDutchForMD"", ""account_type"": ""campaign""}]",1946-01-31,M
C000984,Elijah Cummings,house,D,"[{""id"": ""787373558"", ""screen_name"": ""RepCummings"", ""account_type"": ""office""}, {""id"": ""1961794370"", ""screen_name"": ""ReElectCummings"", ""account_type"": ""campaign""}]",1951-01-18,M
R000606,Jamie Raskin,house,D,"[{""id"": ""549579841"", ""screen_name"": ""jamie_raskin"", ""account_type"": ""campaign""}, {""id"": ""806906355214852096"", ""screen_name"": ""RepRaskin"", ""account_type"": ""office""}]",1962-12-13,M
D000620,John Delaney,house,D,"[{""id"": ""426028646"", ""screen_name"": ""JohnKDelaney"", ""account_type"": ""campaign"", ""prev_names"": [""JohnKDelaneyJKD""]}, {""id"": ""937723303"", ""screen_name"": ""RepJohnDelaney"", ""account_type"": ""office""}]",1963-04-16,M
S001168,John Sarbanes,house,D,"[{""id"": ""259364314"", ""screen_name"": ""JohnSarbanes"", ""account_type"": ""campaign""}, {""id"": ""364415553"", ""screen_name"": ""RepSarbanes"", ""account_type"": ""office""}]",1962-05-22,M
M000687,Kweisi Mfume,house,D,"[{""id"": ""1191327658124165123"", ""screen_name"": ""Mfume4Congress"", ""account_type"": ""campaign""}, {""screen_name"": ""RepKweisiMfume"", ""id"": ""1276209702322438148"", ""account_type"": ""office""}]",1948-10-24,M
H000874,Steny Hoyer,house,D,"[{""id"": ""22012091"", ""screen_name"": ""LeaderHoyer"", ""account_type"": ""office"", ""prev_names"": [""WhipHoyer""]}, {""id"": ""266719387"", ""screen_name"": ""StenyHoyer"", ""account_type"": ""campaign""}]",1939-06-14,M
P000611,Bruce Poliquin,house,R,"[{""id"": ""35870854"", ""screen_name"": ""BrucePoliquin"", ""account_type"": ""campaign""}, {""id"": ""2932617195"", ""screen_name"": ""RepPoliquin"", ""account_type"": ""office""}]",1953-11-01,M
P000597,Chellie Pingree,house,D,"[{""id"": ""14984637"", ""screen_name"": ""chelliepingree"", ""account_type"": ""office""}, {""id"": ""1002275817227980800"", ""screen_name"": ""PingreeForME"", ""account_type"": ""campaign""}]",1955-04-02,F
G000592,Jared Golden,house,D,"[{""account_type"": ""office"", ""screen_name"": ""repgolden"", ""id"": ""1080891667308298240""}, {""account_type"": ""campaign"", ""screen_name"": ""golden4congress"", ""id"": ""900516768032202752""}]",1982-07-25,M
L000592,Andy Levin,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""Andy_Levin"", ""id"": ""21061366""}, {""account_type"": ""office"", ""screen_name"": ""RepAndyLevin"", ""id"": ""1080277407867772930""}]",1960-08-01,M
H001058,Bill Huizenga,house,R,"[{""id"": ""23820360"", ""screen_name"": ""billhuizenga"", ""account_type"": ""campaign""}, {""id"": ""233949261"", ""screen_name"": ""RepHuizenga"", ""account_type"": ""office""}]",1969-01-31,M
J000303,Brenda Jones,house,D,"[{""id"": ""1010616057932013571"", ""screen_name"": ""VoteBrendaJones"", ""account_type"": ""campaign""}]",1959-10-24,F
L000581,Brenda Lawrence,house,D,"[{""id"": ""54300515"", ""screen_name"": ""BrendaLLawrence"", ""account_type"": ""campaign""}, {""id"": ""2863006655"", ""screen_name"": ""RepLawrence"", ""account_type"": ""office""}]",1954-10-18,F
K000380,Dan Kildee,house,D,"[{""id"": ""18674498"", ""screen_name"": ""dankildee"", ""account_type"": ""campaign""}, {""id"": ""1045110018"", ""screen_name"": ""RepDanKildee"", ""account_type"": ""office""}]",1958-08-11,M
T000475,Dave Trott,house,R,"[{""id"": ""2869746172"", ""screen_name"": ""MIDaveTrott"", ""account_type"": ""office"", ""prev_names"": [""repdavetrott""]}]",1960-10-16,M
D000624,Debbie Dingell,house,D,"[{""id"": ""2361650234"", ""screen_name"": ""DebDingell"", ""account_type"": ""campaign""}, {""id"": ""2970279814"", ""screen_name"": ""RepDebDingell"", ""account_type"": ""office""}]",1953-11-23,F
S001208,Elissa Slotkin,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepSlotkin"", ""id"": ""1078401427347857408""}, {""account_type"": ""campaign"", ""screen_name"": ""ElissaSlotkin"", ""id"": ""860547911268139008""}]",1976-07-10,F
U000031,Fred Upton,house,R,"[{""id"": ""124224165"", ""screen_name"": ""RepFredUpton"", ""account_type"": ""office""}, {""id"": ""153507902"", ""screen_name"": ""UptonForAllOfUs"", ""account_type"": ""campaign""}]",1953-04-23,M
S001215,Haley Stevens,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""HaleyLive"", ""id"": ""391445643""}, {""account_type"": ""office"", ""screen_name"": ""RepHaleyStevens"", ""id"": ""1076161611033968640""}]",1983-06-24,F
B001301,Jack Bergman,house,R,"[{""id"": ""815241612154417152"", ""screen_name"": ""RepJackBergman"", ""account_type"": ""office""}, {""id"": ""751799352755052544"", ""screen_name"": ""JackBergman_MI1"", ""account_type"": ""campaign""}]",1947-02-02,M
C000714,John Conyers,house,D,"[{""id"": ""138770045"", ""screen_name"": ""RepJohnConyers"", ""account_type"": ""office""}, {""id"": ""266149840"", ""screen_name"": ""johnconyersjr"", ""account_type"": ""campaign""}]",1929-05-16,M
M001194,John Moolenaar,house,R,"[{""id"": ""41198239"", ""screen_name"": ""JohnMoolenaar"", ""account_type"": ""campaign""}, {""id"": ""2696643955"", ""screen_name"": ""RepMoolenaar"", ""account_type"": ""office""}]",1961-05-08,M
A000367,Justin Amash,house,L,"[{""id"": ""233842454"", ""screen_name"": ""justinamash"", ""account_type"": ""office""}, {""id"": ""3359712531"", ""screen_name"": ""teamamash"", ""account_type"": ""campaign""}, {""id"": ""774742130329812992"", ""screen_name"": ""amashoffice"", ""account_type"": ""office""}]",1980-04-18,M
M001136,Lisa McClain,house,R,"[{""screen_name"": ""RepLisaMcClain"", ""id"": ""1344032292432437248"", ""account_type"": ""office""}, {""id"": ""1187551973173796866"", ""screen_name"": ""LisaForCongress"", ""account_type"": ""campaign""}]",1966-04-07,F
B001293,Mike Bishop,house,R,"[{""id"": ""37945547"", ""screen_name"": ""MikeBishopMI"", ""account_type"": ""campaign""}, {""id"": ""2485713498"", ""screen_name"": ""ElectMikeBishop"", ""account_type"": ""campaign""}, {""id"": ""2914571740"", ""screen_name"": ""RepMikeBishop"", ""account_type"": ""office""}]",1967-03-18,M
M001201,Paul Mitchell,house,I,"[{""account_type"": ""campaign"", ""screen_name"": ""PaulMitchell4us"", ""id"": ""2432472228""}, {""id"": ""811632636598910976"", ""screen_name"": ""RepPaulMitchell"", ""account_type"": ""office""}]",1961-05-08,M
M001186,Peter Meijer,house,R,"[{""screen_name"": ""RepMeijer"", ""id"": ""1334164871420796928"", ""account_type"": ""office""}, {""id"": ""1134953735980036096"", ""screen_name"": ""VoteMeijer"", ""account_type"": ""campaign""}]",1988-01-10,M
T000481,Rashida Tlaib,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""RashidaTlaib"", ""id"": ""435331179""}, {""account_type"": ""office"", ""screen_name"": ""RepRashida"", ""id"": ""1079769536730140672""}]",1976-07-24,F
L000263,Sander Levin,house,D,"[{""id"": ""25781141"", ""screen_name"": ""repsandylevin"", ""account_type"": ""office""}, {""id"": ""705472141"", ""screen_name"": ""Levin4Congress"", ""account_type"": ""campaign""}]",1931-09-06,M
W000798,Tim Walberg,house,R,"[{""id"": ""146099856"", ""screen_name"": ""TimWalberg"", ""account_type"": ""campaign""}, {""id"": ""237862972"", ""screen_name"": ""RepWalberg"", ""account_type"": ""office""}]",1951-04-12,M
C001119,Angie Craig,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""AngieCraigMN"", ""id"": ""411861905""}, {""account_type"": ""office"", ""screen_name"": ""RepAngieCraig"", ""id"": ""1080222360643485698""}]",1972-02-14,F
M001143,Betty McCollum,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""VoteBetty"", ""id"": ""164414525""}, {""id"": ""516880804"", ""screen_name"": ""BettyMcCollum04"", ""account_type"": ""office""}]",1954-07-12,F
P000258,Collin Peterson,house,D,"[{""id"": ""115676070"", ""screen_name"": ""collinpeterson"", ""account_type"": ""campaign""}]",1944-06-29,M
P000616,Dean Phillips,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""deanbphillips"", ""id"": ""39894447""}, {""account_type"": ""office"", ""screen_name"": ""RepDeanPhillips"", ""id"": ""1061310112013434882""}]",1969-01-20,M
P000594,Erik Paulsen,house,R,"[{""id"": ""17513304"", ""screen_name"": ""ErikPaulsen"", ""account_type"": ""office"", ""prev_names"": [""RepErikPaulsen""]}, {""id"": ""89001820"", ""screen_name"": ""Erik_Paulsen"", ""account_type"": ""campaign""}]",1965-05-14,M
O000173,Ilhan Omar,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""IlhanMN"", ""id"": ""783792992""}, {""account_type"": ""office"", ""screen_name"": ""Ilhan"", ""id"": ""1082334352711790593""}]",1981-10-04,F
L000587,Jason Lewis,house,R,"[{""id"": ""20934272"", ""screen_name"": ""Jason2CD"", ""account_type"": ""campaign""}, {""id"": ""816047090849746945"", ""screen_name"": ""RepJasonLewis"", ""account_type"": ""office""}]",1955-09-23,M
H001088,Jim Hagedorn,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""JimHagedornMN"", ""id"": ""1729773254""}, {""screen_name"": ""RepHagedorn"", ""id"": ""1083474782602125318"", ""account_type"": ""office""}]",1962-08-04,M
E000288,Keith Ellison,house,D,"[{""id"": ""14135426"", ""screen_name"": ""keithellison"", ""account_type"": ""office""}, {""id"": ""45895089"", ""screen_name"": ""EllisonCampaign"", ""account_type"": ""campaign""}]",1963-08-04,M
F000470,Michelle Fischbach,house,R,"[{""screen_name"": ""RepFischbach"", ""id"": ""1344375287484723205"", ""account_type"": ""office""}, {""id"": ""1159929043816460288"", ""screen_name"": ""FischbachMN7"", ""account_type"": ""campaign""}]",1965-11-03,F
S001212,Pete Stauber,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepPeteStauber"", ""id"": ""1075830599007510535""}, {""account_type"": ""campaign"", ""screen_name"": ""PeteStauber"", ""id"": ""883069589722198018""}]",1966-05-10,M
N000127,Rick Nolan,house,D,"[{""id"": ""1055685948"", ""screen_name"": ""USRepRickNolan"", ""account_type"": ""office""}]",1943-12-17,M
W000799,Tim Walz,house,D,"[{""id"": ""1262814457"", ""screen_name"": ""RepTimWalz"", ""account_type"": ""office""}]",1964-04-06,M
E000294,Tom Emmer,house,R,"[{""id"": ""72431423"", ""screen_name"": ""tomemmer"", ""account_type"": ""campaign""}, {""id"": ""2914515430"", ""screen_name"": ""RepTomEmmer"", ""account_type"": ""office""}, {""id"": ""3395523898"", ""screen_name"": ""EMMERPAC"", ""account_type"": ""campaign""}]",1961-03-03,M
W000812,Ann Wagner,house,R,"[{""id"": ""219010139"", ""screen_name"": ""AnnLWagner"", ""account_type"": ""campaign""}, {""id"": ""1051446626"", ""screen_name"": ""RepAnnWagner"", ""account_type"": ""office""}]",1962-09-13,F
L000576,Billy Long,house,R,"[{""id"": ""21572351"", ""screen_name"": ""auctnr1"", ""account_type"": ""campaign""}, {""id"": ""1444015610"", ""screen_name"": ""USRepLong"", ""account_type"": ""office""}]",1955-08-11,M
L000569,Blaine Luetkemeyer,house,R,"[{""id"": ""1849261916"", ""screen_name"": ""RepBlaine"", ""account_type"": ""office"", ""prev_names"": [""RepBlainePress""]}, {""id"": ""2554870803"", ""screen_name"": ""LuetkemeyerB"", ""account_type"": ""campaign""}]",1952-05-07,M
B001224,Cori Bush,house,D,"[{""screen_name"": ""RepCori"", ""id"": ""1002630999052865536"", ""account_type"": ""office""}, {""id"": ""4696552878"", ""screen_name"": ""CoriBush"", ""account_type"": ""campaign""}]",1976-07-21,F
C001061,Emanuel Cleaver,house,D,"[{""id"": ""163570705"", ""screen_name"": ""repcleaver"", ""account_type"": ""office""}, {""id"": ""801478506"", ""screen_name"": ""Vote4Cleaver"", ""account_type"": ""campaign""}]",1944-10-26,M
S001195,Jason Smith,house,R,"[{""id"": ""26653478"", ""screen_name"": ""JasonSmithMO"", ""account_type"": ""campaign""}, {""id"": ""1623308912"", ""screen_name"": ""RepJasonSmith"", ""account_type"": ""office""}]",1980-06-16,M
C001049,Lacy Clay,house,D,"[{""id"": ""584912320"", ""screen_name"": ""LacyClayMO1"", ""account_type"": ""campaign""}]",1956-07-27,M
G000546,Sam Graves,house,R,"[{""id"": ""29766367"", ""screen_name"": ""RepSamGraves"", ""account_type"": ""office""}]",1963-11-07,M
H001053,Vicky Hartzler,house,R,"[{""id"": ""70799725"", ""screen_name"": ""VickyHartzler"", ""account_type"": ""campaign""}, {""id"": ""237763317"", ""screen_name"": ""RepHartzler"", ""account_type"": ""office""}, {""id"": ""752590435537739776"", ""screen_name"": ""VickyH4Congress"", ""account_type"": ""campaign""}]",1960-10-13,F
S001177,Gregorio Sablan,house,D,"[{""id"": ""926446070812602371"", ""screen_name"": ""Kilili_Sablan"", ""account_type"": ""office""}]",1955-01-19,M
T000193,Bennie Thompson,house,D,"[{""id"": ""82453460"", ""screen_name"": ""BennieGThompson"", ""account_type"": ""office""}, {""id"": ""1298346252673994752"", ""screen_name"": ""BGThompsonMS"", ""account_type"": ""campaign""}]",1948-01-28,M
H001045,Gregg Harper,house,R,"[{""id"": ""23712174"", ""screen_name"": ""GreggHarper"", ""account_type"": ""office""}, {""id"": ""86198852"", ""screen_name"": ""HarperCampaign"", ""account_type"": ""campaign""}]",1956-06-01,M
G000591,Michael Guest,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepMichaelGuest"", ""id"": ""1081243468327018496""}, {""account_type"": ""campaign"", ""screen_name"": ""GuestCongress"", ""id"": ""953749679166156800""}]",1970-02-04,M
P000601,Steven Palazzo,house,R,"[{""id"": ""116616867"", ""screen_name"": ""StevenPalazzo"", ""account_type"": ""campaign""}, {""id"": ""299883942"", ""screen_name"": ""CongPalazzo"", ""account_type"": ""office""}]",1970-02-21,M
K000388,Trent Kelly,house,R,"[{""id"": ""3090076743"", ""screen_name"": ""KellyforMS01"", ""account_type"": ""campaign""}, {""id"": ""3317799825"", ""screen_name"": ""RepTrentKelly"", ""account_type"": ""office""}]",1966-03-01,M
G000584,Greg Gianforte,house,R,"[{""id"": ""26574496"", ""screen_name"": ""gianforte"", ""account_type"": ""office""}, {""id"": ""3420965229"", ""screen_name"": ""GregForMontana"", ""account_type"": ""campaign""}]",1961-04-17,M
R000103,Matthew Rosendale,house,R,"[{""id"": ""1376252790"", ""screen_name"": ""MattForMontana"", ""account_type"": ""campaign""}, {""screen_name"": ""RepRosendale"", ""id"": ""1344751420139040783"", ""account_type"": ""office""}]",1960-07-07,M
A000370,Alma Adams,house,D,"[{""id"": ""1609364557"", ""screen_name"": ""AlmaforCongress"", ""account_type"": ""campaign""}, {""id"": ""2916086925"", ""screen_name"": ""RepAdams"", ""account_type"": ""office""}]",1946-05-27,F
B001311,Dan Bishop,house,R,"[{""id"": ""1912799826"", ""screen_name"": ""jdanbishop"", ""account_type"": ""campaign""}, {""id"": ""1176522535531360257"", ""screen_name"": ""RepDanBishop"", ""account_type"": ""office""}]",1964-07-01,M
C001104,David Cawthorn,house,R,"[{""screen_name"": ""RepCawthorn"", ""id"": ""1344007696555663360"", ""account_type"": ""office""}, {""id"": ""1207874097251639296"", ""screen_name"": ""CawthornforNC"", ""account_type"": ""campaign""}]",1995-08-01,M
P000523,David Price,house,D,"[{""id"": ""155669457"", ""screen_name"": ""RepDavidEPrice"", ""account_type"": ""office""}, {""id"": ""462134852"", ""screen_name"": ""DPrice4Congress"", ""account_type"": ""campaign""}]",1940-08-17,M
R000603,David Rouzer,house,R,"[{""id"": ""127941167"", ""screen_name"": ""DavidRouzer"", ""account_type"": ""campaign""}, {""id"": ""834069080"", ""screen_name"": ""RepDavidRouzer"", ""account_type"": ""office""}]",1972-02-16,M
R000305,Deborah Ross,house,D,"[{""id"": ""3806081652"", ""screen_name"": ""DeborahRossNC"", ""account_type"": ""campaign""}, {""id"": ""1348683154815655940"", ""screen_name"": ""RepDeborahRoss"", ""account_type"": ""office""}]",1963-06-20,F
B001251,G.K. Butterfield,house,D,"[{""id"": ""432676344"", ""screen_name"": ""GKButterfield"", ""account_type"": ""office""}]",1947-04-27,M
H001065,George Holding,house,R,"[{""id"": ""334245076"", ""screen_name"": ""GeorgeHolding"", ""account_type"": ""campaign""}, {""id"": ""1058460818"", ""screen_name"": ""RepHolding"", ""account_type"": ""office""}]",1968-04-17,M
M001210,Greg Murphy,house,R,"[{""id"": ""1173978070535024642"", ""screen_name"": ""RepGregMurphy"", ""account_type"": ""office""}, {""id"": ""1100072194632237056"", ""screen_name"": ""GregMurphyMD"", ""account_type"": ""campaign""}]",1963-03-05,M
M001135,Kathy Manning,house,D,"[{""screen_name"": ""RepKManning"", ""id"": ""1337115670161608712"", ""account_type"": ""office""}, {""id"": ""936626346553413633"", ""screen_name"": ""KathyManningNC"", ""account_type"": ""campaign""}]",1956-12-03,F
M001187,Mark Meadows,house,R,"[{""id"": ""368948092"", ""screen_name"": ""TeamMeadows"", ""account_type"": ""campaign"", ""prev_names"": [""VoteMeadows""]}, {""id"": ""963480595"", ""screen_name"": ""MarkMeadows"", ""account_type"": ""office"", ""prev_names"": [""RepMarkMeadows""]}, {""id"": ""975198558461800449"", ""screen_name"": ""Ma_15855744287"", ""account_type"": ""campaign"", ""prev_names"": [""MarkMeadows""]}]",1959-07-28,M
W000819,Mark Walker,house,R,"[{""id"": ""436192442"", ""screen_name"": ""Walker4NC"", ""account_type"": ""campaign""}, {""id"": ""2966205003"", ""screen_name"": ""RepMarkWalker"", ""account_type"": ""office""}]",1969-05-20,M
M001156,Patrick McHenry,house,R,"[{""id"": ""27676828"", ""screen_name"": ""PatrickMcHenry"", ""account_type"": ""office""}, {""id"": ""481437062"", ""screen_name"": ""McHenryCampaign"", ""account_type"": ""campaign""}]",1975-10-22,M
H001067,Richard Hudson,house,R,"[{""id"": ""16874915"", ""screen_name"": ""RichHudson"", ""account_type"": ""campaign""}, {""id"": ""935033864"", ""screen_name"": ""RepRichHudson"", ""account_type"": ""office""}]",1971-11-04,M
P000606,Robert Pittenger,house,R,"[{""id"": ""497094511"", ""screen_name"": ""RobertPittenger"", ""account_type"": ""campaign""}, {""id"": ""950328072"", ""screen_name"": ""reppittenger"", ""account_type"": ""office""}]",1948-08-15,M
B001305,Ted Budd,house,R,"[{""id"": ""817138492614524928"", ""screen_name"": ""RepTedBudd"", ""account_type"": ""office""}, {""id"": ""720353279176081408"", ""screen_name"": ""buddforcongress"", ""account_type"": ""campaign""}]",1971-10-21,M
F000450,Virginia Foxx,house,R,"[{""id"": ""16256269"", ""screen_name"": ""virginiafoxx"", ""account_type"": ""office""}, {""id"": ""61608485"", ""screen_name"": ""foxxforcongress"", ""account_type"": ""campaign""}]",1943-06-29,F
J000255,Walter B. Jones,house,R,"[{""id"": ""26778110"", ""screen_name"": ""RepWalterJones"", ""account_type"": ""office""}, {""id"": ""470498020"", ""screen_name"": ""WalterJones2018"", ""account_type"": ""campaign"", ""prev_names"": [""WalterJones2016""]}]",1943-02-10,M
A000377,Kelly Armstrong,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepArmstrongND"", ""id"": ""1080515866255593472""}, {""account_type"": ""campaign"", ""screen_name"": ""Armstrong_ND"", ""id"": ""964996994623311874""}]",1976-10-08,M
S001172,Adrian Smith,house,R,"[{""id"": ""296245061"", ""screen_name"": ""RepAdrianSmith"", ""account_type"": ""office""}]",1970-12-19,M
B001298,Don Bacon,house,R,"[{""id"": ""3109108467"", ""screen_name"": ""DonJBacon"", ""account_type"": ""campaign""}, {""id"": ""818975124460335106"", ""screen_name"": ""RepDonBacon"", ""account_type"": ""office""}]",1963-08-16,M
F000449,Jeff Fortenberry,house,R,"[{""id"": ""18805303"", ""screen_name"": ""JeffFortenberry"", ""account_type"": ""office""}, {""id"": ""1257816581318598656"", ""screen_name"": ""supportfortNE"", ""account_type"": ""campaign""}]",1960-12-27,M
K000382,Annie Kuster,house,D,"[{""id"": ""89992368"", ""screen_name"": ""AnnMcLaneKuster"", ""account_type"": ""campaign""}, {""id"": ""1058717720"", ""screen_name"": ""RepAnnieKuster"", ""account_type"": ""office""}]",1956-09-05,F
S001170,Carol Shea-Porter,house,D,"[{""id"": ""126171100"", ""screen_name"": ""RepSheaPorter"", ""account_type"": ""office""}, {""id"": ""154139987"", ""screen_name"": ""TeamSheaPorter"", ""account_type"": ""campaign""}]",1952-12-02,F
